Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
kdo <nsubj ga <obj imel	kdo	ga	imel	1	13.1	ABC	"pattern {C [form=""imel""]; A [form=""kdo""]; B [form=""ga""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22imel%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20B%20%5Bform%3D%22ga%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	imel
kdo <nsubj imel >obj denar	kdo	imel	denar	1	13.1	ABC	"pattern {B [form=""imel""]; A [form=""kdo""]; C [form=""denar""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22imel%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22denar%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imel
kdo <nsubj je >obj to	kdo	je	to	1	13.1	ABC	"pattern {B [form=""je""]; A [form=""kdo""]; C [form=""to""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22je%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	je
kdo <nsubj knjige <obj sposodil	kdo	knjige	sposodil	1	13.1	ABC	"pattern {C [form=""sposodil""]; A [form=""kdo""]; B [form=""knjige""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22sposodil%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20B%20%5Bform%3D%22knjige%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	sposodil
kdo <nsubj mi <obj kosi	kdo	mi	kosi	1	13.1	ABC	"pattern {C [form=""kosi""]; A [form=""kdo""]; B [form=""mi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22kosi%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	kosi
kdo <nsubj mi <obj oral	kdo	mi	oral	1	13.1	ABC	"pattern {C [form=""oral""]; A [form=""kdo""]; B [form=""mi""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22oral%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20B%20%5Bform%3D%22mi%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	oral
kdo <nsubj opeva >obj šolstvo	kdo	opeva	šolstvo	1	13.1	ABC	"pattern {B [form=""opeva""]; A [form=""kdo""]; C [form=""šolstvo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22opeva%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22%C5%A1olstvo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	opeva
kdo <nsubj pobiral >obj hrošče	kdo	pobiral	hrošče	1	13.1	ABC	"pattern {B [form=""pobiral""]; A [form=""kdo""]; C [form=""hrošče""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pobiral%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22hro%C5%A1%C4%8De%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pobiral
kdo <nsubj pripeljal >obj jo	kdo	pripeljal	jo	1	13.1	ABC	"pattern {B [form=""pripeljal""]; A [form=""kdo""]; C [form=""jo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pripeljal%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22jo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pripeljal
kdo <nsubj spomni >obj skupine	kdo	spomni	skupine	1	13.1	ABC	"pattern {B [form=""spomni""]; A [form=""kdo""]; C [form=""skupine""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22spomni%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22skupine%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spomni
kdo <nsubj sprejemal >obj ljudi	kdo	sprejemal	ljudi	1	13.1	ABC	"pattern {B [form=""sprejemal""]; A [form=""kdo""]; C [form=""ljudi""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22sprejemal%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22ljudi%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	sprejemal
kdo <nsubj te <obj peljal	kdo	te	peljal	1	13.1	ABC	"pattern {C [form=""peljal""]; A [form=""kdo""]; B [form=""te""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22peljal%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20B%20%5Bform%3D%22te%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	peljal
kdo <nsubj vodi >obj to	kdo	vodi	to	1	13.1	ABC	"pattern {B [form=""vodi""]; A [form=""kdo""]; C [form=""to""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22vodi%22%5D%3B%20A%20%5Bform%3D%22kdo%22%5D%3B%20C%20%5Bform%3D%22to%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vodi
kdor <nsubj reklamo <obj poslal	kdor	reklamo	poslal	1	13.1	ABC	"pattern {C [form=""poslal""]; A [form=""kdor""]; B [form=""reklamo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22poslal%22%5D%3B%20A%20%5Bform%3D%22kdor%22%5D%3B%20B%20%5Bform%3D%22reklamo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	poslal
ker <obj jaz <nsubj naredim	ker	jaz	naredim	1	13.1	ABC	"pattern {C [form=""naredim""]; A [form=""ker""]; B [form=""jaz""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22naredim%22%5D%3B%20A%20%5Bform%3D%22ker%22%5D%3B%20B%20%5Bform%3D%22jaz%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	naredim
kmetje <nsubj nimajo >obj sredstev	kmetje	nimajo	sredstev	1	13.1	ABC	"pattern {B [form=""nimajo""]; A [form=""kmetje""]; C [form=""sredstev""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22nimajo%22%5D%3B%20A%20%5Bform%3D%22kmetje%22%5D%3B%20C%20%5Bform%3D%22sredstev%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nimajo
kmetje <nsubj tega <obj nimajo	kmetje	tega	nimajo	1	13.1	ABC	"pattern {C [form=""nimajo""]; A [form=""kmetje""]; B [form=""tega""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22nimajo%22%5D%3B%20A%20%5Bform%3D%22kmetje%22%5D%3B%20B%20%5Bform%3D%22tega%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	nimajo
kmetu <obj zraste >nsubj krompir	kmetu	zraste	krompir	1	13.1	ABC	"pattern {B [form=""zraste""]; A [form=""kmetu""]; C [form=""krompir""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22zraste%22%5D%3B%20A%20%5Bform%3D%22kmetu%22%5D%3B%20C%20%5Bform%3D%22krompir%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zraste
kolegica <nsubj to <obj zbrala	kolegica	to	zbrala	1	13.1	ABC	"pattern {C [form=""zbrala""]; A [form=""kolegica""]; B [form=""to""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22zbrala%22%5D%3B%20A%20%5Bform%3D%22kolegica%22%5D%3B%20B%20%5Bform%3D%22to%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zbrala
komisija <nsubj kaj <obj spregleda	komisija	kaj	spregleda	1	13.1	ABC	"pattern {C [form=""spregleda""]; A [form=""komisija""]; B [form=""kaj""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22spregleda%22%5D%3B%20A%20%5Bform%3D%22komisija%22%5D%3B%20B%20%5Bform%3D%22kaj%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	spregleda
komisija <nsubj pravila <obj spreminjala	komisija	pravila	spreminjala	1	13.1	ABC	"pattern {C [form=""spreminjala""]; A [form=""komisija""]; B [form=""pravila""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22spreminjala%22%5D%3B%20A%20%5Bform%3D%22komisija%22%5D%3B%20B%20%5Bform%3D%22pravila%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	spreminjala
korenine <nsubj posrkajo >obj vodo	korenine	posrkajo	vodo	1	13.1	ABC	"pattern {B [form=""posrkajo""]; A [form=""korenine""]; C [form=""vodo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22posrkajo%22%5D%3B%20A%20%5Bform%3D%22korenine%22%5D%3B%20C%20%5Bform%3D%22vodo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	posrkajo
korona <nsubj naredila >obj svoje	korona	naredila	svoje	1	13.1	ABC	"pattern {B [form=""naredila""]; A [form=""korona""]; C [form=""svoje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22naredila%22%5D%3B%20A%20%5Bform%3D%22korona%22%5D%3B%20C%20%5Bform%3D%22svoje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	naredila
korona <nsubj nas <obj postavila	korona	nas	postavila	1	13.1	ABC	"pattern {C [form=""postavila""]; A [form=""korona""]; B [form=""nas""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22postavila%22%5D%3B%20A%20%5Bform%3D%22korona%22%5D%3B%20B%20%5Bform%3D%22nas%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	postavila
korona <nsubj prinesla >obj izkušnje	korona	prinesla	izkušnje	1	13.1	ABC	"pattern {B [form=""prinesla""]; A [form=""korona""]; C [form=""izkušnje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22prinesla%22%5D%3B%20A%20%5Bform%3D%22korona%22%5D%3B%20C%20%5Bform%3D%22izku%C5%A1nje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	prinesla
kralj <nsubj boji >obj nasledstva	kralj	boji	nasledstva	1	13.1	ABC	"pattern {B [form=""boji""]; A [form=""kralj""]; C [form=""nasledstva""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22boji%22%5D%3B%20A%20%5Bform%3D%22kralj%22%5D%3B%20C%20%5Bform%3D%22nasledstva%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	boji
kriza <nsubj dala >obj poduk	kriza	dala	poduk	1	13.1	ABC	"pattern {B [form=""dala""]; A [form=""kriza""]; C [form=""poduk""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22dala%22%5D%3B%20A%20%5Bform%3D%22kriza%22%5D%3B%20C%20%5Bform%3D%22poduk%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dala
kvintet <nsubj glasbo <obj približal	kvintet	glasbo	približal	1	13.1	ABC	"pattern {C [form=""približal""]; A [form=""kvintet""]; B [form=""glasbo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22pribli%C5%BEal%22%5D%3B%20A%20%5Bform%3D%22kvintet%22%5D%3B%20B%20%5Bform%3D%22glasbo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	približal
lioni <nsubj delimo >obj poslanstvo	lioni	delimo	poslanstvo	1	13.1	ABC	"pattern {B [form=""delimo""]; A [form=""lioni""]; C [form=""poslanstvo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22delimo%22%5D%3B%20A%20%5Bform%3D%22lioni%22%5D%3B%20C%20%5Bform%3D%22poslanstvo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	delimo
ljudje <nsubj bruhajo >obj živo	ljudje	bruhajo	živo	1	13.1	ABC	"pattern {B [form=""bruhajo""]; A [form=""ljudje""]; C [form=""živo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22bruhajo%22%5D%3B%20A%20%5Bform%3D%22ljudje%22%5D%3B%20C%20%5Bform%3D%22%C5%BEivo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	bruhajo
ljudje <nsubj pijejo >obj pijačo	ljudje	pijejo	pijačo	1	13.1	ABC	"pattern {B [form=""pijejo""]; A [form=""ljudje""]; C [form=""pijačo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22pijejo%22%5D%3B%20A%20%5Bform%3D%22ljudje%22%5D%3B%20C%20%5Bform%3D%22pija%C4%8Do%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pijejo
ljudje <nsubj shranjujejo >obj navade	ljudje	shranjujejo	navade	1	13.1	ABC	"pattern {B [form=""shranjujejo""]; A [form=""ljudje""]; C [form=""navade""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22shranjujejo%22%5D%3B%20A%20%5Bform%3D%22ljudje%22%5D%3B%20C%20%5Bform%3D%22navade%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	shranjujejo
ljudje <nsubj spominjajo >obj časov	ljudje	spominjajo	časov	1	13.1	ABC	"pattern {B [form=""spominjajo""]; A [form=""ljudje""]; C [form=""časov""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22spominjajo%22%5D%3B%20A%20%5Bform%3D%22ljudje%22%5D%3B%20C%20%5Bform%3D%22%C4%8Dasov%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spominjajo
ljudje <nsubj spomnili >obj mladosti	ljudje	spomnili	mladosti	1	13.1	ABC	"pattern {B [form=""spomnili""]; A [form=""ljudje""]; C [form=""mladosti""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22spomnili%22%5D%3B%20A%20%5Bform%3D%22ljudje%22%5D%3B%20C%20%5Bform%3D%22mladosti%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spomnili
ljudje <nsubj spreminjajo >obj karakter	ljudje	spreminjajo	karakter	1	13.1	ABC	"pattern {B [form=""spreminjajo""]; A [form=""ljudje""]; C [form=""karakter""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22spreminjajo%22%5D%3B%20A%20%5Bform%3D%22ljudje%22%5D%3B%20C%20%5Bform%3D%22karakter%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	spreminjajo
mama <nsubj Tamiflu <obj dala	mama	Tamiflu	dala	1	13.1	ABC	"pattern {C [form=""dala""]; A [form=""mama""]; B [form=""Tamiflu""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22dala%22%5D%3B%20A%20%5Bform%3D%22mama%22%5D%3B%20B%20%5Bform%3D%22Tamiflu%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	dala
marsikdo <nsubj pozitivnost <obj prenaša	marsikdo	pozitivnost	prenaša	1	13.1	ABC	"pattern {C [form=""prenaša""]; A [form=""marsikdo""]; B [form=""pozitivnost""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22prena%C5%A1a%22%5D%3B%20A%20%5Bform%3D%22marsikdo%22%5D%3B%20B%20%5Bform%3D%22pozitivnost%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	prenaša
marsikdo <nsubj vzame >obj kredit	marsikdo	vzame	kredit	1	13.1	ABC	"pattern {B [form=""vzame""]; A [form=""marsikdo""]; C [form=""kredit""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22vzame%22%5D%3B%20A%20%5Bform%3D%22marsikdo%22%5D%3B%20C%20%5Bform%3D%22kredit%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vzame
marsikdo <nsubj zavida >obj Slovenijo	marsikdo	zavida	Slovenijo	1	13.1	ABC	"pattern {B [form=""zavida""]; A [form=""marsikdo""]; C [form=""Slovenijo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BB%20%5Bform%3D%22zavida%22%5D%3B%20A%20%5Bform%3D%22marsikdo%22%5D%3B%20C%20%5Bform%3D%22Slovenijo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zavida
mati <nsubj televizijo <obj gledata	mati	televizijo	gledata	1	13.1	ABC	"pattern {C [form=""gledata""]; A [form=""mati""]; B [form=""televizijo""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22gledata%22%5D%3B%20A%20%5Bform%3D%22mati%22%5D%3B%20B%20%5Bform%3D%22televizijo%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	gledata
me <obj Radiotelevizija <nsubj poslala	me	Radiotelevizija	poslala	1	13.1	ABC	"pattern {C [form=""poslala""]; A [form=""me""]; B [form=""Radiotelevizija""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22poslala%22%5D%3B%20A%20%5Bform%3D%22me%22%5D%3B%20B%20%5Bform%3D%22Radiotelevizija%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	poslala
me <obj ambasada <nsubj zaščiti	me	ambasada	zaščiti	1	13.1	ABC	"pattern {C [form=""zaščiti""]; A [form=""me""]; B [form=""ambasada""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SST&request=pattern%20%7BC%20%5Bform%3D%22za%C5%A1%C4%8Diti%22%5D%3B%20A%20%5Bform%3D%22me%22%5D%3B%20B%20%5Bform%3D%22ambasada%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zaščiti
