Tree	Node A-form	Node B-form	Node C-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node
ga <obj zgrabil >nsubj varnostnik	ga	zgrabil	varnostnik	1	3.7	ABC	"pattern {B [form=""zgrabil""]; A [form=""ga""]; C [form=""varnostnik""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zgrabil%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22varnostnik%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zgrabil
ga <obj zmotilo >nsubj spoznanje	ga	zmotilo	spoznanje	1	3.7	ABC	"pattern {B [form=""zmotilo""]; A [form=""ga""]; C [form=""spoznanje""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zmotilo%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22spoznanje%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zmotilo
ga <obj čaka >nsubj let	ga	čaka	let	1	3.7	ABC	"pattern {B [form=""čaka""]; A [form=""ga""]; C [form=""let""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22%C4%8Daka%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22let%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	čaka
ga <obj čaka >nsubj predlog	ga	čaka	predlog	1	3.7	ABC	"pattern {B [form=""čaka""]; A [form=""ga""]; C [form=""predlog""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22%C4%8Daka%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22predlog%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	čaka
ga <obj čakala >nsubj uganka	ga	čakala	uganka	1	3.7	ABC	"pattern {B [form=""čakala""]; A [form=""ga""]; C [form=""uganka""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22%C4%8Dakala%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20C%20%5Bform%3D%22uganka%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	čakala
ga <obj žirija <nsubj izbrala	ga	žirija	izbrala	1	3.7	ABC	"pattern {C [form=""izbrala""]; A [form=""ga""]; B [form=""žirija""]; C -[obj]-> A; C -[nsubj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22izbrala%22%5D%3B%20A%20%5Bform%3D%22ga%22%5D%3B%20B%20%5Bform%3D%22%C5%BEirija%22%5D%3B%20C%20-%5Bobj%5D-%3E%20A%3B%20C%20-%5Bnsubj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	izbrala
garaž <nsubj dobilo >obj podobo	garaž	dobilo	podobo	1	3.7	ABC	"pattern {B [form=""dobilo""]; A [form=""garaž""]; C [form=""podobo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dobilo%22%5D%3B%20A%20%5Bform%3D%22gara%C5%BE%22%5D%3B%20C%20%5Bform%3D%22podobo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobilo
generacije <nsubj opravile >obj del	generacije	opravile	del	1	3.7	ABC	"pattern {B [form=""opravile""]; A [form=""generacije""]; C [form=""del""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22opravile%22%5D%3B%20A%20%5Bform%3D%22generacije%22%5D%3B%20C%20%5Bform%3D%22del%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	opravile
gesla <nsubj vsebujejo >obj primere	gesla	vsebujejo	primere	1	3.7	ABC	"pattern {B [form=""vsebujejo""]; A [form=""gesla""]; C [form=""primere""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22vsebujejo%22%5D%3B%20A%20%5Bform%3D%22gesla%22%5D%3B%20C%20%5Bform%3D%22primere%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	vsebujejo
gibanje <nsubj ukrivi >obj dlačice	gibanje	ukrivi	dlačice	1	3.7	ABC	"pattern {B [form=""ukrivi""]; A [form=""gibanje""]; C [form=""dlačice""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ukrivi%22%5D%3B%20A%20%5Bform%3D%22gibanje%22%5D%3B%20C%20%5Bform%3D%22dla%C4%8Dice%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ukrivi
glas <nsubj Séguina <obj priklical	glas	Séguina	priklical	1	3.7	ABC	"pattern {C [form=""priklical""]; A [form=""glas""]; B [form=""Séguina""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22priklical%22%5D%3B%20A%20%5Bform%3D%22glas%22%5D%3B%20B%20%5Bform%3D%22S%C3%A9guina%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	priklical
glas <nsubj dopuščal >obj ugovora	glas	dopuščal	ugovora	1	3.7	ABC	"pattern {B [form=""dopuščal""]; A [form=""glas""]; C [form=""ugovora""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dopu%C5%A1%C4%8Dal%22%5D%3B%20A%20%5Bform%3D%22glas%22%5D%3B%20C%20%5Bform%3D%22ugovora%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dopuščal
glasba <nsubj me <obj popeljali	glasba	me	popeljali	1	3.7	ABC	"pattern {C [form=""popeljali""]; A [form=""glasba""]; B [form=""me""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22popeljali%22%5D%3B%20A%20%5Bform%3D%22glasba%22%5D%3B%20B%20%5Bform%3D%22me%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	popeljali
glasba <nsubj preplavila >obj hišo	glasba	preplavila	hišo	1	3.7	ABC	"pattern {B [form=""preplavila""]; A [form=""glasba""]; C [form=""hišo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22preplavila%22%5D%3B%20A%20%5Bform%3D%22glasba%22%5D%3B%20C%20%5Bform%3D%22hi%C5%A1o%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	preplavila
glasovalci <nsubj razporedili >obj glasove	glasovalci	razporedili	glasove	1	3.7	ABC	"pattern {B [form=""razporedili""]; A [form=""glasovalci""]; C [form=""glasove""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22razporedili%22%5D%3B%20A%20%5Bform%3D%22glasovalci%22%5D%3B%20C%20%5Bform%3D%22glasove%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	razporedili
gledalci <nsubj ogledali >obj tekem	gledalci	ogledali	tekem	1	3.7	ABC	"pattern {B [form=""ogledali""]; A [form=""gledalci""]; C [form=""tekem""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ogledali%22%5D%3B%20A%20%5Bform%3D%22gledalci%22%5D%3B%20C%20%5Bform%3D%22tekem%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ogledali
gledalec <nsubj doživel >obj predstavo	gledalec	doživel	predstavo	1	3.7	ABC	"pattern {B [form=""doživel""]; A [form=""gledalec""]; C [form=""predstavo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22do%C5%BEivel%22%5D%3B%20A%20%5Bform%3D%22gledalec%22%5D%3B%20C%20%5Bform%3D%22predstavo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	doživel
gledalec <nsubj vse <obj videl	gledalec	vse	videl	1	3.7	ABC	"pattern {C [form=""videl""]; A [form=""gledalec""]; B [form=""vse""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22videl%22%5D%3B%20A%20%5Bform%3D%22gledalec%22%5D%3B%20B%20%5Bform%3D%22vse%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	videl
gledališče <nsubj uprizarja >obj igre	gledališče	uprizarja	igre	1	3.7	ABC	"pattern {B [form=""uprizarja""]; A [form=""gledališče""]; C [form=""igre""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22uprizarja%22%5D%3B%20A%20%5Bform%3D%22gledali%C5%A1%C4%8De%22%5D%3B%20C%20%5Bform%3D%22igre%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	uprizarja
gojitelji <nsubj predstavili >obj izkupiček	gojitelji	predstavili	izkupiček	1	3.7	ABC	"pattern {B [form=""predstavili""]; A [form=""gojitelji""]; C [form=""izkupiček""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22predstavili%22%5D%3B%20A%20%5Bform%3D%22gojitelji%22%5D%3B%20C%20%5Bform%3D%22izkupi%C4%8Dek%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	predstavili
gomolji <nsubj imajo >obj okus	gomolji	imajo	okus	1	3.7	ABC	"pattern {B [form=""imajo""]; A [form=""gomolji""]; C [form=""okus""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22imajo%22%5D%3B%20A%20%5Bform%3D%22gomolji%22%5D%3B%20C%20%5Bform%3D%22okus%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	imajo
gonilniki <nsubj onemogočajo >obj delo	gonilniki	onemogočajo	delo	1	3.7	ABC	"pattern {B [form=""onemogočajo""]; A [form=""gonilniki""]; C [form=""delo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22onemogo%C4%8Dajo%22%5D%3B%20A%20%5Bform%3D%22gonilniki%22%5D%3B%20C%20%5Bform%3D%22delo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	onemogočajo
gospa <nsubj išče >obj pasijonko	gospa	išče	pasijonko	1	3.7	ABC	"pattern {B [form=""išče""]; A [form=""gospa""]; C [form=""pasijonko""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22i%C5%A1%C4%8De%22%5D%3B%20A%20%5Bform%3D%22gospa%22%5D%3B%20C%20%5Bform%3D%22pasijonko%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	išče
gospa <nsubj podcenjuje >obj parlament	gospa	podcenjuje	parlament	1	3.7	ABC	"pattern {B [form=""podcenjuje""]; A [form=""gospa""]; C [form=""parlament""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22podcenjuje%22%5D%3B%20A%20%5Bform%3D%22gospa%22%5D%3B%20C%20%5Bform%3D%22parlament%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	podcenjuje
gospodarstvo <obj nadomestil >nsubj način	gospodarstvo	nadomestil	način	1	3.7	ABC	"pattern {B [form=""nadomestil""]; A [form=""gospodarstvo""]; C [form=""način""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nadomestil%22%5D%3B%20A%20%5Bform%3D%22gospodarstvo%22%5D%3B%20C%20%5Bform%3D%22na%C4%8Din%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	nadomestil
gost <nsubj poišče >obj kotiček	gost	poišče	kotiček	1	3.7	ABC	"pattern {B [form=""poišče""]; A [form=""gost""]; C [form=""kotiček""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22poi%C5%A1%C4%8De%22%5D%3B%20A%20%5Bform%3D%22gost%22%5D%3B%20C%20%5Bform%3D%22koti%C4%8Dek%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	poišče
gostinci <nsubj dojeli >obj sistem	gostinci	dojeli	sistem	1	3.7	ABC	"pattern {B [form=""dojeli""]; A [form=""gostinci""]; C [form=""sistem""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dojeli%22%5D%3B%20A%20%5Bform%3D%22gostinci%22%5D%3B%20C%20%5Bform%3D%22sistem%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dojeli
gostje <nsubj dosegli >obj gol	gostje	dosegli	gol	1	3.7	ABC	"pattern {B [form=""dosegli""]; A [form=""gostje""]; C [form=""gol""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dosegli%22%5D%3B%20A%20%5Bform%3D%22gostje%22%5D%3B%20C%20%5Bform%3D%22gol%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dosegli
graničarji <nsubj vrata <obj zapirali	graničarji	vrata	zapirali	1	3.7	ABC	"pattern {C [form=""zapirali""]; A [form=""graničarji""]; B [form=""vrata""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22zapirali%22%5D%3B%20A%20%5Bform%3D%22grani%C4%8Darji%22%5D%3B%20B%20%5Bform%3D%22vrata%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	zapirali
gre >nsubj hvaležnost >obj njemu	gre	hvaležnost	njemu	1	3.7	ABC	"pattern {A [form=""gre""]; B [form=""hvaležnost""]; C [form=""njemu""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22gre%22%5D%3B%20B%20%5Bform%3D%22hvale%C5%BEnost%22%5D%3B%20C%20%5Bform%3D%22njemu%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	gre
gumb <nsubj ima >obj oznako	gumb	ima	oznako	1	3.7	ABC	"pattern {B [form=""ima""]; A [form=""gumb""]; C [form=""oznako""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22ima%22%5D%3B%20A%20%5Bform%3D%22gumb%22%5D%3B%20C%20%5Bform%3D%22oznako%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	ima
herpes <obj posuši >nsubj pasta	herpes	posuši	pasta	1	3.7	ABC	"pattern {B [form=""posuši""]; A [form=""herpes""]; C [form=""pasta""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22posu%C5%A1i%22%5D%3B%20A%20%5Bform%3D%22herpes%22%5D%3B%20C%20%5Bform%3D%22pasta%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	posuši
higiena <nsubj zniža >obj tveganje	higiena	zniža	tveganje	1	3.7	ABC	"pattern {B [form=""zniža""]; A [form=""higiena""]; C [form=""tveganje""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zni%C5%BEa%22%5D%3B%20A%20%5Bform%3D%22higiena%22%5D%3B%20C%20%5Bform%3D%22tveganje%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	zniža
hiša <nsubj dobila >obj ponudbo	hiša	dobila	ponudbo	1	3.7	ABC	"pattern {B [form=""dobila""]; A [form=""hiša""]; C [form=""ponudbo""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dobila%22%5D%3B%20A%20%5Bform%3D%22hi%C5%A1a%22%5D%3B%20C%20%5Bform%3D%22ponudbo%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobila
hiše <nsubj dosegle >obj rekorde	hiše	dosegle	rekorde	1	3.7	ABC	"pattern {B [form=""dosegle""]; A [form=""hiše""]; C [form=""rekorde""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dosegle%22%5D%3B%20A%20%5Bform%3D%22hi%C5%A1e%22%5D%3B%20C%20%5Bform%3D%22rekorde%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dosegle
hlapec <nsubj dobil >obj hlebca	hlapec	dobil	hlebca	1	3.7	ABC	"pattern {B [form=""dobil""]; A [form=""hlapec""]; C [form=""hlebca""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22dobil%22%5D%3B%20A%20%5Bform%3D%22hlapec%22%5D%3B%20C%20%5Bform%3D%22hlebca%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	dobil
hlače <nsubj pripadale >obj komurkoli	hlače	pripadale	komurkoli	1	3.7	ABC	"pattern {B [form=""pripadale""]; A [form=""hlače""]; C [form=""komurkoli""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pripadale%22%5D%3B%20A%20%5Bform%3D%22hla%C4%8De%22%5D%3B%20C%20%5Bform%3D%22komurkoli%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pripadale
hočejo >nsubj kupci >obj stanovanje	hočejo	kupci	stanovanje	1	3.7	ABC	"pattern {A [form=""hočejo""]; B [form=""kupci""]; C [form=""stanovanje""]; A -[nsubj]-> B; A -[obj]-> C; A << B; A << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22ho%C4%8Dejo%22%5D%3B%20B%20%5Bform%3D%22kupci%22%5D%3B%20C%20%5Bform%3D%22stanovanje%22%5D%3B%20A%20-%5Bnsubj%5D-%3E%20B%3B%20A%20-%5Bobj%5D-%3E%20C%3B%20A%20%3C%3C%20B%3B%20A%20%3C%3C%20C%7D	3	hočejo
hrana <nsubj krepila >obj sistem	hrana	krepila	sistem	1	3.7	ABC	"pattern {B [form=""krepila""]; A [form=""hrana""]; C [form=""sistem""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22krepila%22%5D%3B%20A%20%5Bform%3D%22hrana%22%5D%3B%20C%20%5Bform%3D%22sistem%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	krepila
hčerama <obj pridružila >nsubj sinova	hčerama	pridružila	sinova	1	3.7	ABC	"pattern {B [form=""pridružila""]; A [form=""hčerama""]; C [form=""sinova""]; B -[obj]-> A; B -[nsubj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22pridru%C5%BEila%22%5D%3B%20A%20%5Bform%3D%22h%C4%8Derama%22%5D%3B%20C%20%5Bform%3D%22sinova%22%5D%3B%20B%20-%5Bobj%5D-%3E%20A%3B%20B%20-%5Bnsubj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	pridružila
ideologija <nsubj igra >obj vloge	ideologija	igra	vloge	1	3.7	ABC	"pattern {B [form=""igra""]; A [form=""ideologija""]; C [form=""vloge""]; B -[nsubj]-> A; B -[obj]-> C; B >> A; B << C}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22igra%22%5D%3B%20A%20%5Bform%3D%22ideologija%22%5D%3B%20C%20%5Bform%3D%22vloge%22%5D%3B%20B%20-%5Bnsubj%5D-%3E%20A%3B%20B%20-%5Bobj%5D-%3E%20C%3B%20B%20%3E%3E%20A%3B%20B%20%3C%3C%20C%7D	3	igra
igra <nsubj goste <obj silila	igra	goste	silila	1	3.7	ABC	"pattern {C [form=""silila""]; A [form=""igra""]; B [form=""goste""]; C -[nsubj]-> A; C -[obj]-> B; C >> A; C >> B}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BC%20%5Bform%3D%22silila%22%5D%3B%20A%20%5Bform%3D%22igra%22%5D%3B%20B%20%5Bform%3D%22goste%22%5D%3B%20C%20-%5Bnsubj%5D-%3E%20A%3B%20C%20-%5Bobj%5D-%3E%20B%3B%20C%20%3E%3E%20A%3B%20C%20%3E%3E%20B%7D	3	silila
